Wind Direction,Wind str/spd,Temperature,Light,Humidity,Speed,Strength,Lightning,Wind,Water,Fire,Sum,Position
"1,23","0,32","1,22","8,88","1,10","6,78","2,75","2,33","5,32","1,00","3,63","21,81","13,00"
"0,27","1,42","2,17","2,02","8,61","6,96","0,53","1,80","0,56","3,22","5,71","18,78","13,00"
"0,88","2,95","0,90","0,35","8,92","2,19","3,50","3,44","2,83","3,64","3,96","19,56","13,00"
"0,58","2,39","8,41","2,33","1,82","2,07","0,16","4,78","1,91","5,70","2,94","17,56","13,00"
"0,62","0,96","2,88","7,54","1,41","4,32","8,60","2,27","2,44","8,95","7,03","33,61","13,00"
"0,86","0,48","0,58","0,39","8,99","1,56","1,95","8,02","3,88","2,21","1,30","18,92","13,00"
"0,38","1,27","0,13","0,45","8,43","1,06","7,86","4,69","4,45","4,93","6,47","29,46","13,00"
"2,96","2,18","1,40","1,63","7,84","7,90","6,41","5,47","7,30","4,63","3,62","35,33","13,00"
"0,84","0,26","0,17","1,01","7,78","3,75","2,64","1,35","7,04","5,26","4,46","24,50","13,00"
"1,12","0,96","0,69","7,66","0,33","3,19","1,53","2,11","6,26","5,62","7,00","25,71","13,00"
"8,25","7,98","1,21","0,95","2,58","7,64","8,82","7,65","4,33","0,46","1,49","30,39","13,00"
"0,31","0,28","0,74","8,40","0,89","7,21","6,14","0,58","7,72","8,20","3,92","33,77","13,00"
"1,64","1,01","1,46","7,65","1,59","7,48","1,79","5,39","7,28","7,71","3,87","33,52","13,00"
"1,39","0,50","1,20","1,92","8,11","4,78","2,05","1,87","3,19","5,93","4,19","22,01","13,00"
"2,07","0,77","2,91","8,83","0,54","0,61","2,56","7,38","0,94","8,30","6,70","26,49","13,00"
"8,55","7,67","1,69","2,20","2,81","6,19","1,77","4,14","0,84","6,03","4,03","23,00","13,00"
"1,27","1,09","0,90","2,41","8,53","6,84","8,02","2,44","4,63","5,77","4,19","31,89","13,00"
"1,66","1,02","0,96","0,22","8,69","5,07","8,61","7,86","7,36","1,82","5,10","35,82","13,00"
"1,68","0,18","8,02","0,54","0,42","2,60","2,32","0,02","5,38","4,81","3,52","18,65","13,00"
"1,95","2,62","0,06","1,66","7,89","1,70","1,20","7,21","3,00","5,42","1,77","20,30","13,00"
"2,09","1,94","0,68","8,02","2,41","4,23","7,64","3,67","0,72","8,78","4,21","29,25","13,00"
"8,79","7,62","0,57","2,32","2,10","0,94","2,85","3,08","1,20","5,86","8,81","22,74","13,00"
"8,24","7,88","0,86","1,05","2,17","5,25","3,47","5,92","3,07","7,28","7,40","32,39","13,00"
"2,63","1,30","1,33","1,39","7,50","6,91","3,91","7,73","0,54","4,87","5,62","29,58","13,00"
"1,23","0,65","1,33","7,90","2,05","2,16","8,73","2,28","4,42","8,14","1,54","27,27","13,00"
"1,68","1,37","0,41","8,66","0,68","2,20","2,74","4,58","4,10","7,03","1,19","21,84","13,00"
"8,05","8,84","1,29","0,90","0,77","4,34","2,09","8,39","2,52","6,46","0,20","24,00","13,00"
"0,72","1,67","2,77","8,26","1,13","5,50","3,80","5,85","4,81","5,04","3,00","28,00","13,00"
"2,36","1,08","1,91","0,80","7,61","7,32","0,67","0,59","4,02","4,31","2,28","19,19","13,00"
"2,22","0,04","8,80","1,11","1,07","5,82","2,78","2,38","7,67","8,35","1,88","28,88","13,00"
"0,63","2,42","1,48","1,90","8,05","8,52","7,68","0,18","4,90","3,64","4,96","29,88","13,00"
"1,03","1,56","0,48","8,76","1,07","6,69","7,48","1,06","3,84","4,75","7,61","31,43","13,00"
"0,54","0,03","2,18","8,54","2,19","5,64","1,01","2,17","8,29","4,47","3,20","24,78","13,00"
"1,06","2,03","0,27","2,23","7,88","6,20","5,40","4,07","2,80","2,21","3,62","24,30","13,00"
"1,44","2,08","8,85","2,16","2,50","6,40","6,05","6,09","3,77","6,49","7,90","36,70","13,00"
"2,16","1,48","1,58","7,65","2,33","8,33","0,77","4,05","2,03","4,88","3,39","23,45","13,00"
"0,56","1,25","2,48","0,41","7,64","1,19","3,01","8,43","3,69","2,35","4,29","22,96","13,00"
"2,44","0,02","2,00","8,79","1,73","3,84","4,09","0,76","5,45","5,76","7,43","27,33","13,00"
"2,01","0,67","1,93","8,86","0,83","0,49","5,39","0,10","3,41","4,29","8,26","21,94","13,00"
"0,10","0,94","0,22","8,57","0,16","2,96","0,17","1,76","0,72","4,62","6,60","16,83","13,00"
"1,84","1,79","2,06","8,03","1,31","5,53","1,17","2,21","5,31","0,33","1,32","15,87","13,00"
"0,57","1,70","7,68","0,43","1,21","8,54","2,27","8,65","0,96","0,88","3,63","24,93","13,00"
"0,27","2,83","0,05","1,21","8,13","0,77","0,94","8,89","0,45","7,94","3,10","22,09","13,00"
"0,01","1,80","7,72","1,27","0,19","2,31","0,67","2,53","0,78","7,92","2,50","16,71","13,00"
"9,00","8,43","1,06","1,44","2,95","0,20","2,68","4,59","1,45","2,76","2,50","14,18","13,00"
"8,77","7,53","1,26","0,09","0,25","4,98","2,67","7,80","5,02","4,52","7,37","32,36","13,00"
"0,66","0,18","1,74","8,18","1,10","3,17","0,07","2,54","3,74","4,73","4,65","18,90","13,00"
"0,49","0,35","9,00","0,65","1,55","2,57","6,50","3,79","1,68","5,03","3,55","23,12","13,00"
"0,50","0,11","0,42","1,58","7,66","3,50","0,12","3,91","7,86","1,21","1,15","17,75","13,00"
"8,86","7,56","0,79","0,30","1,17","7,03","7,53","8,37","1,27","6,95","2,83","33,98","13,00"
"1,74","0,96","8,78","2,76","1,55","4,09","7,77","2,70","3,55","2,51","2,13","22,75","13,00"
"1,87","0,96","2,66","8,50","2,29","2,46","3,02","5,63","0,91","8,39","6,04","26,45","13,00"
"2,66","1,17","1,17","0,71","9,00","8,23","3,74","2,57","0,33","4,16","4,91","23,94","13,00"
"8,81","8,67","0,67","0,72","1,08","4,27","3,19","8,51","8,47","1,16","7,25","32,85","13,00"
"1,73","0,25","1,34","8,18","2,31","2,56","2,60","8,07","3,44","3,72","2,19","22,58","13,00"
"0,92","1,85","0,72","9,00","2,44","2,62","1,47","1,56","8,57","1,21","8,17","23,60","13,00"
"0,18","1,41","8,50","2,04","1,30","2,52","2,48","8,60","0,55","5,34","0,35","19,84","13,00"
"7,87","7,77","1,53","0,80","1,68","7,01","6,14","8,15","6,52","7,31","2,98","38,11","13,00"
"0,01","0,09","1,16","8,78","0,23","8,90","2,87","3,41","0,95","4,36","8,75","29,24","13,00"
"1,64","0,46","0,98","2,35","7,53","6,07","3,13","3,45","0,12","0,52","3,01","16,30","13,00"
"7,95","7,89","1,88","0,71","1,57","6,60","8,75","6,37","0,15","7,67","3,32","32,86","13,00"
"1,63","1,23","2,42","7,87","2,39","2,05","4,85","0,19","4,80","3,78","8,25","23,92","13,00"
"7,59","8,40","1,65","0,88","2,18","1,54","7,19","8,71","2,63","4,60","8,92","33,59","13,00"
"2,92","1,64","2,33","0,32","7,92","4,18","5,71","2,82","5,73","2,06","7,20","27,70","13,00"
"1,22","0,61","8,77","0,85","0,87","2,49","6,57","8,23","7,00","5,32","4,05","33,66","13,00"
"2,30","0,40","7,60","2,15","2,10","3,54","2,84","3,85","1,08","1,58","3,38","16,27","13,00"
"1,52","2,12","1,05","8,20","0,41","5,92","3,10","6,13","8,99","2,27","7,27","33,68","13,00"
"0,06","0,10","7,94","2,46","0,59","1,90","2,47","8,64","8,16","7,09","2,14","30,40","13,00"
"2,29","0,46","7,85","2,67","0,86","1,37","2,91","3,51","2,41","2,62","8,18","21,00","13,00"
"1,75","1,78","0,01","0,76","7,99","2,53","4,86","4,41","5,21","2,90","3,48","23,39","13,00"
"0,01","0,50","2,36","7,92","1,41","0,77","5,27","4,66","5,21","0,05","2,36","18,32","13,00"
"2,06","1,14","8,01","0,97","1,57","3,06","0,49","6,20","3,06","7,07","2,39","22,27","13,00"
"1,83","1,49","1,35","7,63","1,91","0,47","1,78","1,01","5,00","5,83","2,87","16,96","13,00"
"1,73","2,62","2,18","2,36","7,93","7,61","3,41","4,76","6,07","1,90","4,66","28,41","13,00"
"2,28","1,74","1,60","8,67","1,70","3,87","2,07","7,50","0,13","8,56","6,26","28,39","13,00"
"1,88","2,08","8,48","2,09","0,41","0,80","8,45","3,05","9,00","4,05","1,42","26,77","13,00"
"7,68","7,58","0,06","1,21","0,27","8,89","0,64","4,39","8,46","0,97","7,82","31,17","13,00"
"2,66","0,26","0,45","1,63","8,15","6,59","2,70","6,80","6,05","1,41","1,23","24,78","13,00"
"8,51","8,15","1,41","1,09","1,68","6,45","5,77","6,58","2,27","0,39","2,15","23,61","13,00"
"1,20","1,16","2,16","2,07","8,61","7,38","6,94","4,73","7,93","4,21","3,10","34,29","13,00"
"1,58","0,52","2,22","7,55","0,78","0,12","2,87","2,51","8,99","4,05","1,05","19,59","13,00"
"1,61","0,95","2,37","8,09","0,68","5,76","7,06","3,78","7,04","5,28","0,62","29,54","13,00"
"0,78","0,30","2,72","8,39","2,49","0,25","2,33","0,13","1,02","1,48","5,48","10,69","13,00"
"0,61","0,42","0,39","8,14","1,84","8,37","4,73","0,34","4,93","5,01","0,17","23,55","13,00"
"0,23","0,29","1,67","0,82","8,15","7,79","4,03","0,10","7,86","4,50","4,90","29,18","13,00"
"1,53","0,97","1,25","1,11","7,92","4,79","6,83","3,56","0,34","4,20","4,63","24,35","13,00"
"1,00","0,81","7,80","1,27","0,53","8,56","4,03","3,43","6,55","6,51","2,58","31,66","13,00"
"8,29","7,89","0,27","2,24","1,00","6,19","4,57","5,63","0,46","3,55","1,27","21,67","13,00"
"2,06","1,11","1,46","8,65","1,45","0,46","8,28","6,53","4,47","8,33","0,97","29,04","13,00"
"7,57","8,74","2,30","0,09","1,55","4,56","2,26","7,30","1,06","0,01","2,40","17,59","13,00"
"1,48","2,93","0,06","1,79","8,18","4,29","5,53","8,25","6,49","6,23","3,85","34,64","13,00"
"8,85","8,98","2,13","1,68","1,69","1,75","7,07","7,88","3,36","7,26","4,00","31,32","13,00"
"8,95","8,87","1,32","2,33","1,55","0,20","4,02","8,45","0,60","2,21","2,70","18,18","13,00"
"1,84","1,98","8,66","0,65","0,86","1,09","7,33","4,12","3,42","7,05","1,13","24,14","13,00"
"8,38","7,95","1,01","0,87","1,49","8,23","2,61","6,60","6,03","3,39","5,01","31,87","13,00"
"8,31","8,66","1,42","1,27","0,54","0,20","2,76","6,87","1,96","1,82","6,82","20,43","13,00"
"0,50","0,27","1,23","8,73","1,47","2,54","4,77","5,15","7,38","6,56","2,42","28,82","13,00"
"7,56","7,68","1,92","1,64","0,62","6,94","4,74","6,17","5,63","6,78","4,84","35,10","13,00"
"1,51","0,86","0,26","7,92","1,75","2,55","8,62","2,38","2,66","2,38","0,97","19,56","13,00"
"2,61","0,35","0,31","0,68","8,27","2,94","6,14","4,29","4,92","1,34","1,95","21,58","13,00"
"2,87","2,91","1,73","2,21","8,96","0,66","4,61","6,96","0,09","3,43","5,07","20,82","13,00"
"0,77","0,99","7,88","1,07","0,70","1,03","7,64","6,72","6,12","8,49","0,57","30,57","13,00"
"1,80","1,32","8,89","0,12","0,57","7,00","3,30","3,27","1,63","8,92","3,44","27,56","13,00"
"0,11","0,17","0,09","8,67","0,69","2,58","2,39","1,29","3,76","2,37","4,29","16,68","13,00"
"8,29","7,77","0,14","1,59","0,65","3,07","0,62","6,69","8,39","7,40","3,68","29,85","13,00"
"0,00","1,59","7,76","1,03","1,04","4,22","0,97","3,47","7,76","6,28","0,93","23,63","13,00"
"0,48","0,61","2,98","8,42","0,69","8,17","0,62","0,88","1,89","3,49","3,14","18,19","13,00"
"8,79","8,01","0,73","0,88","1,79","8,78","4,94","6,78","4,41","5,68","7,70","38,29","13,00"
"0,70","2,44","1,78","8,07","1,42","0,76","8,88","5,04","4,91","6,33","5,20","31,12","13,00"
"1,39","2,26","2,26","7,83","1,19","1,93","8,77","2,39","8,45","0,41","4,74","26,69","13,00"
"2,18","1,35","1,20","8,23","1,46","4,97","5,44","6,97","2,74","6,74","8,62","35,48","13,00"
"8,61","8,61","1,05","2,23","2,63","3,26","5,98","8,18","7,30","1,53","3,50","29,75","13,00"
"0,99","0,05","7,51","2,28","0,49","6,22","6,19","7,56","4,83","6,58","7,52","38,90","13,00"
"1,01","0,13","1,14","0,66","8,23","2,48","2,43","4,92","1,92","1,45","3,20","16,40","13,00"
"1,88","2,94","1,04","2,07","7,55","5,77","1,79","1,40","0,87","4,04","3,67","17,54","13,00"
"2,37","2,27","7,80","0,77","0,28","5,89","1,60","7,84","4,81","8,93","2,64","31,71","13,00"
"0,33","0,69","2,64","8,02","0,80","3,02","7,70","1,38","7,31","6,66","2,19","28,26","13,00"
"1,41","1,56","2,18","7,52","2,13","6,50","1,92","3,93","1,95","8,78","2,39","25,47","13,00"
"2,28","1,72","0,04","8,79","1,91","1,57","0,71","7,28","5,67","7,11","6,83","29,17","13,00"
"2,50","2,27","7,82","1,48","0,66","0,98","7,44","2,60","1,43","4,14","4,52","21,11","13,00"
"1,34","3,00","0,51","0,32","7,73","2,40","7,95","8,38","2,98","1,58","3,70","26,99","13,00"
"2,15","0,93","1,73","8,26","0,58","8,64","8,07","0,27","4,63","6,59","3,22","31,42","13,00"
"0,88","1,49","0,91","8,31","2,16","5,12","8,96","2,49","4,94","2,85","6,63","30,99","13,00"
"2,18","1,32","2,01","1,20","8,75","8,38","7,60","4,04","4,45","1,25","1,52","27,24","13,00"
"7,84","7,58","1,43","2,13","0,80","1,45","6,04","5,20","7,75","1,92","6,89","29,25","13,00"
"0,79","0,69","1,96","1,53","8,50","6,98","6,32","1,36","3,80","1,93","6,51","26,90","13,00"
"1,40","0,91","2,22","8,40","1,07","5,43","3,89","0,83","4,77","3,06","8,28","26,26","13,00"
"1,69","0,51","0,64","7,70","1,93","6,14","1,92","2,49","1,57","6,12","1,56","19,80","13,00"
"8,67","7,79","1,49","0,47","2,77","3,83","4,92","4,67","8,68","2,35","1,08","25,53","13,00"
"7,98","8,28","1,34","0,21","0,57","2,47","8,40","8,93","2,32","6,39","5,42","33,93","13,00"
"0,88","2,47","1,53","1,69","8,94","0,70","6,51","0,18","8,62","4,50","6,48","26,99","13,00"
"0,44","0,09","1,11","1,95","7,93","4,82","5,26","0,84","8,41","5,90","6,07","31,30","13,00"
"2,74","0,41","1,72","1,99","7,75","8,66","3,86","6,56","8,37","3,43","3,94","34,82","13,00"
"0,11","1,18","8,66","1,21","1,40","6,86","4,11","3,69","1,12","6,59","4,34","26,71","13,00"
"1,39","2,45","7,87","2,50","1,85","0,19","8,97","0,17","8,94","3,30","5,82","27,39","13,00"
"2,10","2,93","1,76","1,61","8,87","1,15","4,34","2,53","7,38","3,74","6,27","25,41","13,00"
"0,70","0,12","1,18","1,93","8,35","7,72","2,33","6,04","5,35","0,42","0,46","22,32","13,00"
"2,24","2,00","8,78","0,52","2,24","8,54","4,53","6,49","5,66","1,82","6,69","33,73","13,00"
"2,40","0,42","2,26","1,87","7,53","2,13","5,86","6,77","3,69","2,91","6,54","27,90","13,00"
"0,58","1,63","2,08","8,12","1,83","6,15","0,96","1,11","4,42","2,44","5,89","20,97","13,00"
"2,30","1,70","8,60","0,23","0,15","1,72","0,45","8,02","4,10","6,55","2,80","23,64","13,00"
"2,12","1,35","0,96","2,31","8,46","0,42","8,06","0,67","2,71","6,03","6,10","23,99","13,00"
"7,64","8,52","1,23","1,02","1,73","8,22","3,77","8,05","0,31","2,11","7,43","29,89","13,00"
"0,07","0,60","7,70","2,69","1,05","2,07","0,12","6,06","7,54","7,60","1,98","25,37","13,00"
"0,11","0,44","8,24","1,50","1,23","0,48","0,66","1,93","8,58","6,51","8,05","26,21","13,00"
"1,70","0,83","2,35","8,43","0,33","6,31","4,91","0,81","6,68","1,26","2,01","21,98","13,00"
"1,30","0,37","0,27","2,11","7,55","7,84","3,86","5,46","4,73","4,47","7,33","33,69","13,00"
"0,77","2,35","8,52","1,58","1,77","8,86","7,81","2,31","2,17","7,82","3,76","32,73","13,00"
"8,81","8,13","0,23","2,14","0,15","4,02","1,68","4,41","4,31","5,87","3,24","23,53","13,00"
"7,58","8,85","0,18","1,39","1,01","5,76","4,39","5,16","4,45","6,84","0,56","27,16","13,00"
"7,80","8,93","0,55","0,59","0,18","6,64","8,17","8,34","4,71","1,62","1,31","30,79","13,00"
"2,35","0,53","8,24","1,09","2,32","0,58","2,51","6,09","8,05","0,30","0,33","17,86","13,00"
"0,61","0,76","1,96","2,47","8,36","7,96","5,59","5,41","5,43","4,18","0,40","28,97","13,00"
"1,84","2,24","0,37","1,57","7,50","3,99","5,90","8,62","3,01","3,05","8,00","32,57","13,00"
"8,24","8,72","1,37","0,43","0,41","6,52","4,48","6,79","4,68","8,32","4,11","34,90","13,00"
"7,54","8,83","0,66","1,32","0,65","5,70","7,44","5,69","3,18","4,80","5,31","32,12","13,00"
"0,57","0,06","8,29","2,12","1,71","0,08","2,64","5,64","5,51","4,26","6,61","24,74","13,00"
"8,64","8,82","0,16","1,91","1,38","4,85","5,75","8,04","0,03","8,89","0,94","28,50","13,00"
"1,39","1,85","2,41","8,95","0,47","0,85","2,79","4,56","4,78","7,40","7,90","28,28","13,00"
"1,72","2,59","1,19","2,48","7,85","0,34","2,59","0,21","7,68","2,55","6,29","19,66","13,00"
"7,94","8,89","1,07","1,06","0,68","8,26","8,09","8,89","7,35","6,16","6,67","45,42","13,00"
"8,42","7,76","0,58","0,68","2,77","3,97","4,70","5,69","6,25","2,25","3,04","25,90","13,00"
"1,83","0,42","1,03","8,49","0,20","5,86","2,32","0,88","6,97","7,56","5,41","29,00","13,00"
"8,29","8,22","0,07","1,85","0,62","5,74","8,98","7,79","3,17","3,57","5,12","34,37","13,00"
"1,18","1,12","8,42","2,40","0,23","0,38","4,22","8,26","3,97","3,95","0,75","21,53","13,00"
"8,45","8,05","1,24","0,22","0,34","7,58","2,31","6,70","4,94","5,62","7,81","34,96","13,00"
"8,74","8,27","0,56","0,78","1,85","0,72","4,34","7,57","2,43","5,51","0,35","20,92","13,00"
"0,10","0,95","0,36","0,49","7,71","0,07","4,50","4,62","8,31","0,35","5,06","22,91","13,00"
"8,35","7,85","0,33","1,64","2,89","6,76","8,10","8,97","2,95","2,98","6,33","36,09","13,00"
"1,84","1,68","2,89","7,88","0,98","8,13","5,15","4,01","6,42","0,88","4,26","28,85","13,00"
"1,99","2,40","0,50","0,18","8,68","8,02","4,00","4,55","8,12","5,73","4,88","35,30","13,00"
"8,65","7,96","1,71","2,00","1,92","7,93","0,27","6,35","3,97","1,95","2,05","22,52","13,00"
"1,40","1,64","0,15","7,98","0,92","6,76","5,31","3,33","6,56","1,51","6,21","29,68","13,00"
"0,71","0,61","0,57","8,02","0,43","5,87","0,00","1,72","5,29","2,05","6,33","21,26","13,00"
"1,31","1,48","1,66","0,61","8,91","1,64","5,21","1,42","0,62","1,77","0,97","11,63","13,00"
"1,99","0,84","2,69","8,98","0,98","0,62","2,47","5,88","2,50","7,48","1,48","20,43","13,00"
"1,26","1,40","8,24","0,07","2,31","6,14","7,67","8,40","4,52","7,41","4,93","39,07","13,00"
"0,12","2,05","8,49","0,85","1,47","7,56","5,48","2,71","8,03","4,57","1,60","29,95","13,00"
"7,69","7,81","1,74","1,20","2,10","3,41","7,98","6,51","6,53","3,19","4,53","32,15","13,00"
"0,59","1,29","8,26","1,33","0,88","2,50","5,79","0,54","4,62","2,47","6,88","22,80","13,00"
"2,00","0,65","8,71","1,46","1,63","3,06","8,93","4,76","2,81","2,14","5,38","27,08","13,00"
"0,36","0,73","8,51","2,10","0,06","4,25","3,98","1,94","9,00","6,25","8,65","34,07","13,00"
"2,26","1,75","0,05","7,56","2,36","4,39","0,43","8,40","1,30","6,43","4,32","25,27","13,00"
"8,97","7,70","1,33","0,47","2,82","8,38","2,74","4,96","6,48","0,73","5,20","28,49","13,00"
"1,67","1,94","2,52","8,25","2,31","4,09","0,74","2,55","7,67","3,60","8,62","27,27","13,00"
"2,31","0,92","1,59","2,06","8,29","6,30","5,05","1,77","0,37","1,71","2,55","17,75","13,00"
"7,53","8,15","1,92","0,51","1,70","0,84","4,94","8,63","5,16","3,22","5,86","28,65","13,00"
"0,11","0,34","0,84","1,34","7,77","7,36","5,96","7,19","4,44","5,71","6,68","37,34","13,00"
"1,07","2,98","0,95","1,04","7,72","1,32","4,74","3,96","0,21","5,21","4,30","19,74","13,00"
"1,44","1,45","1,82","8,63","1,10","3,00","0,02","1,41","0,86","6,29","5,44","17,02","13,00"
"1,37","2,12","7,87","2,91","0,94","2,07","0,94","1,91","0,64","8,86","3,76","18,18","13,00"
"8,56","7,54","1,44","1,74","0,51","5,76","6,20","8,36","5,28","8,00","8,50","42,10","13,00"
"0,53","0,78","8,85","1,31","1,14","8,02","0,14","2,84","3,59","7,97","1,08","23,64","13,00"
"7,73","8,04","0,39","0,80","1,51","5,12","3,00","7,87","0,10","4,50","1,78","22,37","13,00"
"1,10","2,31","0,66","8,03","0,67","1,07","1,38","8,12","3,19","7,33","2,95","24,04","13,00"
"8,99","8,39","0,97","0,12","2,80","6,72","8,68","8,84","7,96","8,45","1,15","41,80","13,00"
"2,18","0,74","1,95","1,99","7,73","7,02","1,06","3,56","7,34","0,33","1,69","21,00","13,00"
"1,70","1,18","1,77","8,68","2,23","5,36","0,21","4,97","0,15","6,81","2,03","19,53","13,00"
"7,63","8,99","1,88","1,03","2,21","8,58","5,24","8,02","4,07","0,56","2,12","28,59","13,00"
"0,94","0,14","1,07","9,00","2,40","5,42","1,39","1,81","8,11","1,22","7,67","25,62","13,00"
"7,97","8,11","0,64","1,86","1,06","5,30","8,60","6,30","3,82","6,22","7,62","37,86","13,00"
"1,23","2,10","2,27","8,70","2,26","0,28","3,94","2,35","0,94","4,42","3,56","15,49","13,00"
"1,19","1,36","0,55","1,76","8,58","7,66","4,88","1,75","2,83","4,18","3,21","24,51","13,00"
"1,79","1,41","2,79","8,02","0,97","4,71","1,67","1,08","2,92","3,91","6,61","20,90","13,00"
"2,11","2,50","7,74","2,92","0,64","8,13","1,43","5,45","1,25","6,74","3,40","26,40","13,00"
"8,58","7,67","2,45","2,31","0,93","6,11","0,88","7,52","8,96","7,25","4,72","35,44","13,00"
"1,06","2,47","0,92","7,82","1,24","5,40","6,60","0,43","8,05","1,74","2,75","24,97","13,00"
"1,24","0,12","2,54","8,15","0,53","6,46","4,34","3,75","4,85","4,65","8,84","32,89","13,00"
"8,76","7,89","0,79","1,96","1,99","5,12","7,18","6,13","0,51","1,28","0,76","20,98","13,00"
"0,84","0,55","8,45","1,45","0,31","8,74","5,92","7,93","0,53","4,74","5,46","33,32","14,00"
"1,39","1,91","8,60","0,18","0,05","6,49","7,16","3,87","4,79","4,69","1,08","28,08","14,00"
"1,02","1,52","0,05","7,52","0,11","0,22","1,58","0,80","6,41","5,97","4,01","18,99","14,00"
"8,51","8,31","0,35","2,18","2,69","8,54","8,43","8,27","4,93","3,19","8,81","42,17","14,00"
"1,27","2,23","0,31","1,62","8,18","5,40","8,49","0,62","7,81","0,32","5,10","27,74","14,00"
"7,60","9,00","0,78","1,96","0,77","6,14","2,77","7,67","7,54","8,17","4,95","37,24","14,00"
"2,88","0,29","1,74","0,70","8,18","2,33","8,38","4,04","1,90","0,76","8,02","25,43","14,00"
"0,25","1,69","1,08","7,92","1,66","2,83","6,68","0,14","5,88","0,44","1,88","17,85","14,00"
"2,40","0,30","2,82","8,82","2,32","6,20","6,52","1,54","5,69","7,29","6,02","33,26","14,00"
"1,04","2,45","8,95","2,39","1,76","3,44","3,11","2,34","7,03","1,68","2,13","19,73","14,00"
"2,10","1,22","0,62","8,55","0,12","3,38","8,16","0,58","4,60","3,17","0,28","20,17","14,00"
"1,64","1,96","0,98","0,35","7,60","6,04","3,19","1,20","5,85","2,60","5,19","24,07","14,00"
"1,79","1,21","2,26","8,96","0,54","7,96","6,50","0,67","7,95","1,69","4,09","28,86","14,00"
"2,44","0,36","8,66","0,92","1,08","4,96","3,88","4,61","8,05","8,03","2,72","32,25","14,00"
"2,36","0,74","7,94","1,42","0,38","1,57","0,04","6,81","4,65","7,43","3,57","24,07","14,00"
"0,10","1,86","8,46","0,22","2,31","5,93","0,73","8,11","7,36","2,06","2,28","26,47","14,00"
"0,70","0,53","0,62","0,11","7,80","4,55","6,60","4,20","0,65","2,49","5,59","24,08","14,00"
"2,16","1,09","8,67","0,05","0,29","7,05","6,47","8,75","4,97","2,56","2,16","31,96","14,00"
"2,05","0,93","8,86","0,46","2,09","4,40","2,33","3,98","6,75","0,02","6,06","23,54","14,00"
"8,49","8,56","1,27","1,95","0,60","0,17","7,87","9,00","1,09","1,79","6,34","26,26","14,00"
"8,22","8,06","0,21","1,17","1,28","8,30","6,67","5,13","2,88","3,56","1,84","28,38","14,00"
"1,07","0,01","1,63","7,84","0,78","0,29","1,10","0,63","5,47","1,66","8,05","17,20","14,00"
"0,18","1,96","7,79","2,63","0,40","2,43","4,59","6,43","6,41","2,03","5,55","27,44","14,00"
"8,70","8,77","0,13","0,51","0,10","2,35","6,53","6,22","7,23","2,73","5,38","30,44","14,00"
"0,53","1,60","0,69","0,08","8,18","0,97","7,55","1,24","7,23","0,24","0,97","18,20","14,00"
"7,53","8,89","0,48","1,21","2,60","3,10","6,00","8,98","2,89","1,50","6,93","29,40","14,00"
"0,27","1,02","8,09","2,66","0,24","0,98","2,07","2,01","5,30","4,04","7,34","21,74","14,00"
"2,35","1,52","1,60","8,72","1,08","1,86","1,93","1,57","6,90","3,02","1,36","16,64","14,00"
"8,29","8,32","1,68","1,13","2,18","5,02","3,04","7,52","6,48","4,02","5,55","31,63","14,00"
"2,64","2,99","2,36","1,23","7,75","6,57","2,27","2,10","1,01","1,68","6,01","19,64","14,00"
"2,33","2,35","7,85","0,93","1,19","5,04","7,36","3,99","5,75","8,79","0,92","31,85","14,00"
"0,51","1,81","0,11","1,85","8,54","3,04","1,32","6,33","3,25","3,79","4,27","22,00","14,00"
"0,65","1,15","1,57","0,99","7,95","6,52","1,03","5,72","0,44","0,48","1,07","15,26","14,00"
"1,78","2,10","0,66","0,72","8,49","0,39","1,98","4,12","0,86","4,49","3,14","14,98","14,00"
"0,07","1,94","1,82","1,31","8,55","2,86","8,03","2,82","5,38","2,57","6,33","27,99","14,00"
"1,60","0,33","8,65","1,08","1,75","1,28","0,56","5,59","7,09","1,80","1,49","17,81","14,00"
"1,24","0,16","0,56","1,30","7,77","3,75","8,10","4,40","0,00","3,44","6,89","26,58","14,00"
"1,44","1,57","1,98","0,86","8,73","7,57","5,27","5,00","1,17","0,12","2,27","21,40","14,00"
"0,34","1,31","8,77","0,61","0,50","8,95","0,97","6,08","2,05","6,21","3,94","28,20","14,00"
"2,44","0,23","2,34","9,00","0,64","7,51","5,53","0,35","6,62","5,89","0,98","26,88","14,00"
"7,90","8,86","0,52","2,47","0,20","0,02","3,57","5,66","4,69","1,96","0,13","16,03","14,00"
"0,39","0,02","1,84","1,80","7,53","1,52","4,83","4,70","6,45","2,93","2,37","22,80","14,00"
"2,42","0,61","2,04","1,43","8,98","0,87","6,59","3,61","0,83","3,46","7,29","22,65","14,00"
"7,79","7,79","1,92","2,34","0,62","6,14","0,92","6,16","2,40","3,09","7,28","25,99","14,00"
"0,32","1,09","7,99","1,24","2,03","6,32","5,22","6,71","2,02","0,01","5,20","25,48","14,00"
"8,59","8,66","2,31","1,68","1,60","6,87","0,34","3,66","0,47","0,80","2,03","14,17","14,00"
"0,15","1,13","0,78","8,32","2,06","0,93","7,77","1,67","0,06","5,47","6,66","22,56","14,00"
"1,09","1,60","2,76","8,42","0,63","1,45","7,06","4,88","7,26","8,07","2,17","30,89","14,00"
"2,13","1,84","0,98","8,68","1,73","7,12","6,51","1,91","8,95","7,30","3,38","35,17","14,00"
