Speed,Strength,Lightning,Wind,Water,Fire,summ
"6,32","8,76","3,01","4,66","4,89","0,03","27,67"
"4,06","7,24","2,53","2,78","5,71","0,94","23,26"
"8,50","1,07","1,66","7,89","0,38","8,61","28,11"
"6,72","7,35","4,33","5,52","8,92","0,51","33,35"
"8,35","3,26","7,51","4,50","4,08","3,65","31,35"
"0,95","1,19","8,86","7,54","6,27","5,20","30,01"
"6,17","0,46","5,14","0,14","4,43","4,64","20,98"
"5,97","3,20","6,13","2,04","5,77","1,13","24,24"
"0,45","5,90","8,71","0,89","4,31","7,91","28,17"
"7,05","7,03","5,97","1,20","4,77","6,50","32,52"
"3,76","2,60","5,99","5,74","0,40","0,66","19,15"
"4,31","3,39","3,16","6,72","8,46","7,90","33,94"
"1,56","4,15","7,66","7,76","1,27","5,15","27,55"
"2,73","6,95","5,96","3,48","0,86","8,70","28,68"
"4,56","2,63","3,74","6,04","2,46","1,71","21,14"
"3,57","6,87","4,31","1,45","0,60","1,99","18,79"
"1,16","2,07","7,57","2,16","3,73","4,37","21,06"
"4,98","5,16","4,06","1,12","7,28","2,31","24,91"
"2,31","0,45","7,12","2,70","4,67","2,18","19,43"
"3,78","7,78","3,25","1,54","5,33","4,94","26,62"
"3,76","7,32","7,12","5,70","4,56","3,50","31,96"
"6,47","0,22","2,49","7,09","6,08","8,09","30,44"
"8,08","3,03","6,35","2,72","6,89","0,82","27,89"
"7,03","5,21","4,49","4,65","5,78","3,46","30,62"
"2,20","7,41","3,83","2,84","3,69","3,92","23,89"
"6,36","8,89","2,36","5,75","6,46","3,47","33,29"
"3,75","1,44","5,87","2,30","7,31","5,69","26,36"
"1,33","7,36","8,52","7,17","8,30","6,76","39,44"
"3,16","0,90","2,10","6,88","4,76","1,25","19,05"
"4,30","3,40","8,36","5,37","0,83","4,97","27,23"
"5,51","4,97","5,65","3,72","0,84","6,35","27,04"
"3,84","4,09","0,76","5,45","5,76","7,43","27,33"
"5,47","8,76","4,22","8,72","6,04","2,76","35,97"
"8,12","4,23","4,65","5,14","7,63","1,62","31,39"
"3,97","5,07","5,60","6,28","7,40","6,98","35,30"
"8,91","1,66","8,78","1,02","4,88","8,69","33,94"
"4,45","7,07","8,95","0,42","7,27","8,55","36,71"
"4,76","6,74","6,04","2,78","1,31","5,58","27,21"
"3,32","3,69","6,51","5,50","2,89","8,53","30,44"
"0,86","0,95","4,90","5,53","4,41","5,80","22,45"
"8,71","4,36","1,26","3,53","8,06","2,13","28,05"
"0,83","4,64","2,00","2,33","3,34","4,20","17,34"
"5,68","7,21","8,57","4,28","3,97","8,19","37,90"
"0,37","2,85","1,03","1,66","2,64","5,92","14,47"
"7,92","4,51","8,91","6,56","0,87","8,47","37,24"
"8,26","7,94","5,07","3,62","2,94","8,29","36,12"
"0,60","4,84","7,91","0,69","2,09","3,49","19,62"
"0,16","4,28","0,29","8,26","0,70","8,96","22,65"
"0,14","4,50","8,68","4,08","7,84","7,60","32,84"
"6,90","5,56","6,63","0,87","7,23","8,76","35,95"
"8,77","2,22","2,17","6,78","2,49","4,59","27,02"
"6,64","5,74","7,52","0,65","4,10","8,19","32,84"
"0,41","3,99","5,38","2,18","0,31","8,73","21,00"
"8,59","7,60","5,26","7,50","5,21","5,37","39,53"
"0,94","4,28","0,44","6,14","0,20","8,37","20,37"
"4,36","2,78","3,71","5,78","4,96","0,64","22,23"
"0,41","8,10","0,78","6,06","0,00","3,45","18,80"
"6,05","6,76","7,72","6,03","7,20","2,63","36,39"
"7,06","6,46","1,05","6,18","6,56","4,80","32,11"
"6,08","8,48","7,60","4,13","2,19","6,15","34,63"
"4,27","3,19","8,51","8,47","1,16","7,25","32,85"
"3,23","7,81","8,83","1,03","2,25","0,18","23,33"
"1,62","1,08","1,63","5,60","1,07","7,45","18,45"
"7,64","1,16","7,28","8,08","3,21","6,55","33,92"
"2,85","8,04","1,03","1,24","6,73","0,63","20,52"
"1,44","8,30","6,78","5,26","4,12","8,74","34,64"
"6,52","7,12","8,34","1,26","1,03","3,95","28,22"
"8,04","0,09","1,14","1,60","3,59","7,12","21,58"
"6,92","1,02","4,09","1,95","8,70","0,15","22,83"
"1,84","7,70","3,00","5,45","0,67","3,13","21,79"
"3,78","6,60","8,84","0,35","1,46","3,44","24,47"
"6,28","3,31","3,62","5,73","2,26","3,20","24,40"
"8,21","2,47","2,42","8,72","2,57","6,56","30,95"
"2,48","8,19","6,29","2,58","6,86","7,01","33,41"
"8,88","1,34","8,09","1,25","3,79","8,34","31,69"
"7,77","4,32","4,93","0,31","5,01","6,92","29,26"
"5,12","7,18","4,65","2,57","3,11","8,33","30,96"
"0,19","1,28","2,18","4,31","7,59","7,01","22,56"
"4,62","8,74","7,37","0,05","0,06","7,72","28,56"
"2,32","1,59","0,27","1,64","8,76","0,33","14,91"
"4,79","3,19","6,91","3,59","7,79","0,57","26,84"
"7,59","5,01","8,91","0,93","7,17","0,29","29,90"
"2,88","4,37","1,42","0,73","3,90","6,08","19,38"
"6,05","3,75","3,09","7,32","2,82","1,75","24,78"
"8,34","3,07","2,17","5,44","4,69","8,41","32,12"
"0,62","4,91","7,03","1,90","5,47","4,68","24,61"
"0,67","7,52","3,64","0,52","3,21","5,43","20,99"
"2,28","4,33","0,01","8,88","2,94","5,37","23,81"
"5,12","1,05","3,31","0,89","4,54","6,55","21,46"
"0,21","0,59","4,13","2,19","0,84","4,63","12,59"
"8,86","5,09","8,75","3,78","2,00","7,69","36,17"
"6,85","6,96","6,40","2,39","4,00","0,96","27,56"
"3,82","6,32","6,58","2,86","0,22","5,77","25,57"
"3,10","3,79","1,35","4,02","4,16","7,47","23,89"
"6,16","3,36","2,82","7,29","0,55","4,00","24,18"
"7,34","6,34","1,43","6,18","6,95","2,93","31,17"
"2,75","2,77","3,70","0,47","1,68","8,83","20,20"
"6,24","5,29","6,71","5,86","2,91","8,48","35,49"
"4,48","6,19","0,93","3,80","0,11","6,23","21,74"
"2,38","6,97","4,54","6,21","4,29","0,73","25,12"
"1,98","8,74","2,17","5,54","6,24","0,51","25,18"
"6,87","4,70","5,94","1,95","0,71","7,86","28,03"
"1,68","4,28","2,55","7,95","0,33","6,07","22,86"
"1,02","0,01","5,62","8,13","1,15","7,49","23,42"
"6,27","4,78","8,10","6,44","3,15","5,32","34,06"
"6,36","8,76","6,45","4,45","5,69","4,99","36,70"
"2,57","1,42","8,80","0,35","1,83","5,06","20,03"
"3,74","7,74","8,98","6,12","3,71","0,16","30,45"
"3,97","6,34","1,44","8,55","6,03","0,90","27,23"
"0,39","6,03","3,64","7,03","0,85","8,02","25,96"
"3,83","8,88","5,78","3,11","1,94","0,81","24,35"
"6,86","1,58","1,57","6,55","2,78","0,02","19,36"
"0,14","0,47","5,84","8,54","0,85","8,68","24,52"
"3,31","8,50","6,12","1,95","3,66","5,93","29,47"
"3,62","1,92","1,15","0,22","3,86","8,80","19,57"
"0,86","3,16","2,37","3,27","2,63","6,83","19,12"
"4,10","8,16","1,28","6,47","2,80","8,20","31,01"
"8,31","8,69","7,43","7,74","4,36","0,80","37,33"
"0,78","8,72","2,25","3,77","1,93","6,13","23,58"
"6,65","1,63","5,80","6,83","6,57","2,40","29,88"
"4,80","7,33","7,04","1,32","5,75","0,19","26,43"
"0,04","2,98","0,56","0,35","7,32","5,06","16,31"
"2,80","1,14","3,35","1,27","2,03","6,26","16,85"
"7,27","0,83","1,39","7,69","6,24","2,18","25,60"
"4,32","2,25","4,76","3,56","0,76","2,44","18,09"
"4,58","5,94","2,18","0,94","7,24","1,69","22,57"
"1,20","1,59","1,37","7,82","2,77","4,34","19,09"
"2,96","7,61","8,15","2,87","1,42","8,21","31,22"
"4,35","3,80","8,84","7,66","2,73","6,25","33,63"
"8,50","7,46","0,03","1,98","6,65","3,45","28,07"
"3,52","6,88","5,67","3,88","4,52","0,86","25,33"
"4,38","6,67","4,70","4,53","0,67","8,64","29,59"
"1,26","8,96","3,79","8,61","0,98","2,60","26,20"
"6,04","7,28","2,94","3,95","1,55","3,58","25,34"
"5,60","8,18","6,26","6,77","7,11","8,21","42,13"
"6,19","6,30","3,47","6,26","5,37","2,02","29,61"
"1,24","4,16","0,15","1,54","6,73","8,85","22,67"
"7,67","2,33","3,91","3,27","4,08","4,54","25,80"
"7,66","8,16","3,86","1,16","7,79","5,52","34,15"
"3,61","0,80","0,34","7,82","2,33","7,59","22,49"
"3,31","7,50","2,88","4,94","3,30","2,01","23,94"
"0,97","7,79","2,27","4,20","5,06","6,73","27,02"
"1,94","3,03","7,76","3,75","0,02","5,89","22,39"
"6,34","8,55","3,04","1,66","0,72","6,92","27,23"
"6,63","4,53","8,42","3,57","3,21","0,49","26,85"
"7,53","5,69","0,75","8,09","2,41","8,39","32,86"
"1,88","0,86","7,66","2,14","4,85","2,51","19,90"
"3,85","2,79","6,05","4,61","1,11","7,62","26,03"
"2,77","1,36","8,27","3,31","4,40","4,68","24,79"
"3,24","3,93","4,29","8,90","3,22","7,93","31,51"
"7,40","0,48","1,39","5,49","2,99","8,87","26,62"
"2,27","6,62","8,18","2,84","1,99","1,36","23,26"
"0,22","4,31","1,84","3,36","5,64","3,37","18,74"
"5,74","2,65","4,46","5,11","8,83","0,00","26,79"
"8,26","3,63","7,38","2,37","4,22","8,63","34,49"
"7,51","1,32","4,70","7,34","2,41","7,30","30,58"
"4,47","6,19","0,25","8,40","8,64","8,85","36,80"
"2,32","4,87","8,57","1,09","1,73","8,33","26,91"
"6,98","4,87","8,91","0,31","6,62","4,36","32,05"
"7,70","3,80","2,10","0,76","8,43","7,77","30,56"
"3,84","3,49","6,05","0,53","0,02","0,15","14,08"
"4,73","1,93","4,55","6,00","1,57","7,78","26,56"
"1,49","8,71","0,59","8,90","2,68","8,94","31,31"
"0,22","8,93","3,20","2,09","6,94","2,76","24,14"
"2,05","4,20","5,43","6,67","8,88","8,30","35,53"
"7,18","6,23","4,93","1,74","0,61","6,48","27,17"
"8,62","1,04","8,30","0,39","7,89","2,06","28,30"
"0,61","4,43","8,26","6,89","6,84","1,26","28,29"
"4,13","3,44","5,79","8,89","2,23","6,94","31,42"
"4,98","3,10","1,84","7,66","1,00","1,50","20,08"
"3,16","0,21","4,53","3,21","0,26","7,56","18,93"
"7,70","2,52","1,84","8,74","1,04","2,83","24,67"
"8,99","3,15","3,52","6,18","8,69","1,49","32,02"
"4,58","7,17","8,03","4,23","7,07","4,21","35,29"
"0,47","1,53","8,41","3,52","5,03","3,79","22,75"
"6,36","0,51","8,47","7,19","3,34","7,54","33,41"
"7,44","6,50","1,76","3,76","4,22","2,43","26,11"
"6,68","4,87","3,52","1,72","4,31","5,57","26,67"
"0,94","3,63","0,18","0,90","2,75","8,17","16,57"
"1,78","7,07","8,34","5,47","0,74","8,19","31,59"
"4,67","8,35","1,22","6,91","6,68","7,35","35,18"
"4,71","5,92","0,76","0,61","3,62","4,72","20,34"
"1,12","8,41","3,73","6,19","4,58","7,97","32,00"
"4,65","8,38","1,12","4,30","0,95","3,96","23,36"
"5,07","8,96","4,81","7,55","4,66","7,69","38,74"
"3,60","5,20","8,06","0,10","0,06","8,34","25,36"
"3,32","7,30","2,40","7,64","1,18","6,60","28,44"
"0,80","1,08","8,71","7,10","0,82","8,33","26,84"
"7,80","6,63","7,40","2,73","6,10","7,41","38,07"
"7,69","1,11","2,94","7,47","4,34","3,61","27,16"
"1,78","1,45","4,27","4,51","8,90","1,56","22,47"
"8,35","4,23","0,03","7,82","0,93","1,06","22,42"
"0,53","4,62","1,31","5,62","6,29","5,76","24,13"
"2,33","8,47","7,03","7,47","1,11","1,33","27,74"
"3,47","7,28","4,86","5,35","0,31","4,60","25,87"
"5,68","4,74","1,65","2,33","0,77","8,12","23,29"
"8,36","7,53","1,72","4,88","2,34","1,25","26,08"
"7,72","8,48","1,23","4,06","6,07","6,38","33,94"
"1,31","6,89","8,20","2,14","1,77","2,22","22,53"
"8,22","5,88","1,92","0,92","4,95","4,76","26,65"
"7,82","5,16","7,24","7,23","8,68","0,29","36,42"
"7,13","8,75","7,58","3,11","5,03","1,89","33,49"
"7,58","7,48","1,47","3,09","7,48","5,77","32,87"
"3,34","2,16","1,11","4,50","2,87","7,84","21,82"
"6,07","0,18","3,73","8,41","4,80","8,67","31,86"
"4,19","3,32","3,44","8,63","1,52","8,49","29,59"
"6,89","7,73","7,51","0,62","3,82","4,89","31,46"
"3,66","2,13","1,89","7,70","3,44","5,38","24,20"
"2,96","5,82","6,84","0,22","4,86","5,38","26,08"
"4,17","2,71","1,55","6,50","3,18","7,48","25,59"
"2,97","2,59","8,28","3,95","7,39","6,59","31,77"
"7,95","4,68","7,88","5,87","6,63","4,47","37,48"
"8,29","3,31","8,61","1,93","4,90","1,36","28,40"
"3,05","2,93","7,11","2,19","4,17","7,03","26,48"
"4,36","0,02","2,21","0,71","0,77","8,60","16,67"
"5,21","7,73","7,88","3,88","6,58","5,10","36,38"
"5,69","2,19","4,56","1,85","4,93","3,37","22,59"
"1,20","3,40","1,93","0,29","1,69","7,62","16,13"
"8,10","5,92","5,31","7,35","5,55","5,71","37,94"
"6,24","8,31","1,07","0,61","2,67","3,11","22,01"
"2,24","8,38","1,19","2,73","6,22","2,14","22,90"
"1,46","0,29","7,50","0,17","7,13","3,49","20,04"
"4,33","8,60","4,30","7,95","0,82","2,10","28,10"
"7,86","1,48","3,78","4,02","8,57","1,95","27,66"
"5,08","6,53","2,42","2,85","0,45","5,08","22,41"
"8,61","1,07","1,82","5,73","8,89","8,73","34,85"
"7,80","1,46","7,53","2,07","4,75","7,63","31,24"
"8,64","8,07","7,55","0,33","2,40","6,83","33,82"
"4,54","3,72","6,56","8,97","0,49","3,09","27,37"
"0,29","5,47","1,07","6,41","6,46","6,25","25,95"
"2,70","3,73","5,90","1,95","4,10","3,89","22,27"
"3,74","6,01","6,25","8,75","5,99","5,51","36,25"
"5,20","8,90","1,12","8,85","3,18","2,09","29,34"
"2,18","3,57","0,54","1,71","6,73","3,20","17,93"
"3,17","3,90","4,98","3,44","1,39","6,56","23,44"
"3,56","6,35","0,01","4,84","6,75","1,97","23,48"
"1,75","6,06","8,66","7,53","1,07","1,27","26,34"
"2,24","1,58","7,78","6,35","1,12","7,85","26,92"
"6,98","7,87","8,51","7,78","5,65","7,28","44,07"
"2,26","7,85","4,97","4,20","8,25","0,70","28,23"
"4,81","2,42","6,23","3,98","6,18","6,42","30,04"
"3,50","1,58","1,90","6,88","8,20","5,04","27,10"
"5,68","2,96","7,57","4,85","0,10","7,50","28,66"
"2,50","8,71","0,71","5,09","4,47","1,70","23,18"
"1,77","7,01","0,78","4,51","1,95","2,59","18,61"
"8,31","7,70","7,86","2,82","3,70","5,95","36,34"
"4,81","0,23","1,84","4,66","2,83","1,12","15,49"
"2,16","8,78","1,61","7,82","6,62","4,63","31,62"
"8,98","2,89","1,83","3,85","2,80","5,06","25,41"
"2,11","3,35","6,37","7,46","0,96","8,34","28,59"
"4,12","3,62","0,13","6,78","1,41","8,51","24,57"
"5,95","0,29","7,21","4,21","4,03","5,82","27,51"
"2,08","3,06","1,20","4,32","0,56","0,73","11,95"
"0,17","1,50","2,99","3,86","3,76","8,04","20,32"
"7,45","3,20","0,73","8,76","4,78","8,83","33,75"
"2,00","6,36","8,11","7,81","4,04","6,17","34,49"
"7,22","1,74","4,73","6,71","4,57","6,56","31,53"
"6,68","2,83","1,49","5,57","4,82","1,00","22,39"
"5,74","4,50","7,64","7,35","3,47","7,05","35,75"
"5,14","3,26","4,01","2,31","5,03","7,84","27,59"
"4,00","7,91","8,59","6,63","1,74","2,97","31,84"
"6,11","8,20","1,54","3,11","1,34","3,60","23,90"
"8,20","6,60","6,95","5,64","2,25","6,96","36,60"
"2,71","1,76","6,41","5,86","2,01","8,56","27,31"
"1,22","2,09","3,93","1,40","7,36","7,29","23,29"
"4,92","4,18","0,74","1,34","7,90","3,27","22,35"
"7,70","5,29","5,37","1,23","2,32","0,01","21,92"
"5,29","8,72","7,75","2,29","0,28","6,50","30,83"
"6,25","4,60","0,13","2,22","6,22","6,91","26,33"
"3,47","7,53","6,50","7,73","1,07","2,91","29,21"
"6,71","8,73","2,06","6,46","5,02","4,88","33,86"
"5,98","4,30","2,18","9,00","1,89","0,02","23,37"
"7,45","7,37","3,93","5,04","0,15","8,31","32,25"
"6,35","0,55","5,72","1,15","0,85","6,06","20,68"
"0,08","6,19","5,45","7,53","6,67","2,33","28,25"
"7,73","5,44","8,64","7,54","2,89","4,13","36,37"
"8,10","6,17","2,33","6,73","0,64","5,95","29,92"
"0,98","0,70","6,04","3,65","3,89","0,33","15,59"
"8,44","7,96","0,05","5,82","4,74","4,81","31,82"
"3,53","0,69","6,74","3,89","7,58","4,95","27,38"
"6,44","5,00","1,10","4,87","0,50","7,73","25,64"
"2,35","0,56","0,53","5,27","2,46","6,09","17,26"
"2,17","2,92","1,94","2,17","2,54","8,21","19,95"
"6,34","1,04","4,72","0,65","7,32","6,72","26,79"
"3,48","2,72","1,85","7,40","3,18","0,56","19,19"
"3,80","0,37","8,84","8,61","2,86","6,93","31,41"
"8,55","5,74","6,92","5,33","4,56","8,61","39,71"
"3,90","8,95","2,21","1,40","7,05","0,84","24,35"
"6,69","2,86","1,50","3,88","4,48","2,80","22,21"
"3,63","5,97","2,04","6,12","5,74","1,46","24,96"
"0,63","6,80","7,63","0,13","3,08","5,24","23,51"
"8,00","3,39","6,04","5,99","5,86","1,57","30,85"
"6,92","2,05","3,45","3,41","6,89","3,12","25,84"
"4,00","1,96","1,82","8,98","1,74","5,22","23,72"
"3,79","4,96","1,54","8,42","2,50","8,96","30,17"
"0,84","7,18","0,10","7,20","0,84","3,22","19,38"
"0,18","4,27","3,34","8,88","7,27","1,17","25,11"
"8,99","6,36","2,05","4,46","3,56","7,33","32,75"
"6,54","8,53","7,73","8,30","2,55","4,96","38,61"
"7,64","0,45","0,40","0,29","5,61","3,65","18,04"
"1,26","8,00","1,57","6,68","0,34","6,95","24,80"
"7,35","8,58","8,36","6,10","7,48","2,99","40,86"
"2,39","5,27","1,04","1,53","4,11","6,04","20,38"
"1,36","7,74","7,29","1,16","2,07","8,06","27,68"
"5,85","5,32","8,69","7,17","6,61","1,85","35,49"
"0,22","5,06","0,74","6,66","8,29","4,19","25,16"
"4,70","6,97","6,42","5,10","3,52","3,56","30,27"
"7,07","2,03","1,92","4,87","1,56","3,32","20,77"
"4,74","0,32","0,84","5,88","2,60","5,81","20,19"
"2,76","3,76","8,21","7,58","6,59","8,01","36,91"
"1,92","3,44","5,79","3,45","3,12","3,49","21,21"
"0,37","4,69","6,13","0,48","2,20","2,64","16,51"
"8,36","8,61","2,13","4,57","2,74","4,60","31,01"
"0,95","7,90","7,00","1,24","8,22","1,57","26,88"
"4,53","4,68","5,45","2,67","5,38","2,55","25,26"
"2,60","8,59","6,23","5,37","2,22","5,95","30,96"
"4,67","5,81","2,02","3,08","1,68","8,16","25,42"
"2,18","4,01","8,07","7,67","4,87","5,72","32,52"
"4,09","6,86","2,04","5,23","7,15","7,74","33,11"
"6,03","2,22","1,82","5,24","3,02","7,48","25,81"
"3,29","5,93","1,05","7,36","3,96","2,41","24,00"
"5,00","7,16","8,69","6,27","3,25","4,40","34,77"
"2,28","8,84","2,65","4,05","6,99","7,83","32,64"
"7,77","6,94","6,34","1,15","6,94","4,82","33,96"
"8,28","8,75","0,60","4,28","1,76","0,35","24,02"
"5,69","4,94","1,32","6,72","1,27","4,14","24,08"
"2,22","1,06","1,91","3,13","1,04","4,19","13,55"
"5,98","7,32","7,71","2,46","2,66","7,88","34,01"
"6,22","4,91","8,64","6,14","0,17","3,77","29,85"
"5,86","1,13","4,98","0,74","3,30","8,28","24,29"
"5,46","5,07","6,96","7,67","7,19","7,14","39,49"
"6,72","0,93","1,57","6,27","7,49","0,43","23,41"
"4,92","4,10","0,95","1,51","5,49","2,35","19,32"
"1,91","7,20","3,20","7,34","0,31","4,10","24,06"
"4,62","1,83","5,50","3,80","0,45","6,40","22,60"
"0,23","8,88","2,80","1,78","8,26","3,99","25,94"
"4,73","7,25","8,82","3,89","3,14","6,93","34,76"
"7,45","1,13","5,09","4,63","0,88","8,89","28,07"
"3,55","7,94","8,10","2,74","3,52","8,19","34,04"
"3,02","8,22","7,44","5,66","6,61","2,46","33,41"
"0,64","1,16","7,64","6,47","0,69","2,32","18,92"
"0,12","1,07","4,11","2,91","0,44","7,84","16,49"
"6,77","8,25","0,91","4,12","0,26","7,88","28,19"
"6,78","3,97","8,38","5,96","7,89","0,11","33,09"
"7,37","3,42","1,90","4,47","4,51","6,80","28,47"
"2,16","8,23","3,87","5,70","6,89","1,28","28,13"
"8,37","0,75","5,74","5,12","0,11","5,77","25,86"
"8,95","0,86","6,86","8,61","4,67","0,21","30,16"
"0,53","6,98","5,05","3,18","8,84","8,98","33,56"
"5,74","0,16","7,18","5,53","5,53","4,23","28,37"
"6,48","7,26","4,76","5,39","1,52","7,13","32,54"
"6,94","6,07","2,91","7,83","7,46","0,17","31,38"
"8,59","6,03","6,37","7,30","8,12","2,37","38,78"
"2,32","2,16","7,33","3,40","1,01","3,71","19,93"
"1,91","4,76","6,36","8,63","1,77","3,59","27,02"
"6,92","4,71","1,41","0,96","7,29","4,20","25,49"
"6,48","2,43","8,16","8,38","0,81","8,48","34,74"
"1,28","6,32","5,69","8,61","6,33","2,30","30,53"
"1,37","7,80","8,67","1,73","1,41","7,90","28,88"
"4,99","8,94","1,11","6,43","1,89","2,40","25,76"
"7,68","4,96","5,02","2,12","2,47","7,84","30,09"
"7,02","1,97","0,64","2,52","4,15","4,47","20,77"
"4,24","6,75","5,36","3,21","4,69","8,88","33,13"
"6,42","8,10","7,86","6,06","7,57","5,59","41,60"
"6,92","4,72","6,33","0,58","3,73","7,65","29,93"
"1,38","4,24","1,47","0,05","8,87","6,31","22,32"
"0,91","2,20","3,97","7,14","1,59","6,28","22,09"
"6,53","2,13","1,05","7,86","1,03","6,84","25,44"
"3,98","2,36","6,51","5,07","6,86","6,53","31,31"
"4,67","2,29","4,36","5,44","2,60","8,67","28,03"
"6,74","7,77","1,70","7,72","7,48","2,45","33,86"
"5,25","1,27","0,00","0,52","0,18","8,26","15,48"
"3,08","5,53","8,33","3,55","0,87","5,78","27,14"
"5,08","3,11","5,65","0,71","2,34","0,66","17,55"
"4,98","8,55","7,64","3,19","3,57","3,60","31,53"
"1,19","5,86","1,72","4,04","8,32","3,88","25,01"
"4,22","8,13","3,49","7,60","7,33","3,64","34,41"
"8,13","5,15","4,01","6,42","0,88","4,26","28,85"
"0,67","4,53","8,81","2,57","5,91","0,05","22,54"
"6,88","1,78","1,63","3,78","3,97","4,05","22,09"
"5,96","7,97","0,41","0,84","8,64","5,55","29,37"
"1,70","7,26","8,81","4,67","0,16","8,09","30,69"
"8,98","2,33","1,85","7,67","1,21","7,03","29,07"
"3,45","0,19","6,70","0,45","1,71","0,01","12,51"
"0,92","2,92","4,58","4,81","4,91","2,01","20,15"
"8,58","4,25","2,09","2,87","4,61","3,03","25,43"
"1,96","0,68","3,42","3,22","8,25","7,49","25,02"
"0,92","4,79","3,95","4,87","5,89","4,32","24,74"
"1,27","2,46","4,50","1,51","8,19","3,30","21,23"
"4,30","7,38","2,06","2,11","7,45","8,90","32,20"
"7,65","4,34","8,86","0,96","4,66","8,13","34,60"
"8,59","8,29","5,67","4,47","6,07","4,83","37,92"
"7,99","2,98","1,81","0,41","2,94","5,83","21,96"
"3,57","6,67","1,08","7,58","3,64","3,26","25,80"
"5,28","2,59","2,83","8,32","1,14","6,57","26,73"
"8,51","4,03","0,14","6,54","1,72","8,15","29,09"
"8,69","5,19","0,13","1,32","4,78","3,06","23,17"
"2,40","0,48","5,18","1,75","6,04","3,61","19,46"
"2,93","1,99","1,43","8,16","5,51","7,42","27,44"
"6,43","7,70","7,48","1,07","8,03","3,32","34,03"
"5,43","6,90","3,44","3,87","3,61","4,90","28,15"
"7,78","6,87","2,46","8,78","0,73","7,96","34,58"
"5,52","1,12","2,97","3,92","5,37","5,73","24,63"
"7,94","5,28","4,70","7,56","0,47","8,90","34,85"
"4,18","1,04","7,58","3,02","0,66","6,40","22,88"
"4,99","8,94","1,11","6,43","1,89","2,40","25,76"
"8,73","2,17","2,43","4,35","0,44","6,03","24,15"
"0,01","0,31","8,79","8,24","1,74","5,73","24,82"
"8,21","2,47","2,42","8,72","2,57","6,56","30,95"
"8,69","2,82","2,61","6,91","7,02","2,31","30,36"
"6,38","7,89","8,41","2,77","2,82","7,93","36,20"
"6,99","4,17","4,99","8,22","3,58","4,71","32,66"
"3,58","8,09","2,52","4,20","2,22","3,83","24,44"
"1,50","7,79","4,52","6,78","5,46","2,02","28,07"
"3,07","6,92","1,02","4,93","6,21","8,39","30,54"
"0,79","8,91","6,15","2,17","5,91","6,33","30,26"
"2,04","5,80","3,94","0,99","3,35","4,91","21,03"
"0,02","8,12","8,54","0,03","4,12","0,13","20,96"
"2,62","4,10","6,77","3,34","5,71","1,59","24,13"
"2,85","2,85","4,76","2,35","5,63","4,23","22,67"
"2,83","2,09","2,38","6,44","7,47","0,04","21,25"
"2,92","6,66","0,94","8,60","2,16","1,56","22,84"
"6,79","6,72","0,77","3,31","3,23","6,01","26,83"
"0,21","0,99","5,07","1,63","6,36","1,36","15,62"
"0,75","4,36","0,90","4,93","0,17","1,69","12,80"
"5,59","4,36","5,36","2,75","7,02","0,10","25,18"
"3,74","0,97","0,51","3,89","5,55","6,99","21,65"
"6,30","1,53","8,09","2,67","5,38","1,04","25,01"
"7,97","6,81","8,61","2,06","4,08","6,75","36,28"
"7,88","6,95","6,07","4,01","0,22","8,73","33,86"
"4,52","1,17","1,06","0,34","5,16","6,25","18,50"
"4,11","6,95","3,11","4,13","0,64","3,63","22,57"
"0,40","5,53","7,11","0,86","8,36","2,30","24,56"
"3,17","0,38","7,97","2,50","3,32","2,23","19,57"
"1,73","0,74","8,05","1,69","7,58","1,24","21,03"
"4,00","8,36","2,12","0,65","3,92","4,06","23,11"
"2,98","1,47","0,65","5,43","1,19","4,71","16,43"
"3,31","1,70","6,35","1,46","2,55","8,52","23,89"
"4,21","4,59","6,87","5,04","5,66","3,47","29,84"
"1,25","4,91","6,65","8,08","0,73","8,23","29,85"
"2,00","5,15","0,08","7,04","7,19","4,37","25,83"
"1,34","6,98","2,86","6,30","5,30","8,38","31,16"
"5,93","3,95","7,23","5,81","4,13","8,76","35,81"
"0,33","7,76","4,26","7,41","1,99","1,84","23,59"
"2,39","7,51","3,92","6,66","1,55","3,12","25,15"
"1,30","5,81","9,00","6,18","0,14","1,43","23,86"
"0,03","4,12","6,45","4,44","1,71","2,98","19,73"
"0,98","2,50","7,70","1,61","2,76","8,85","24,40"
"3,53","4,73","5,10","2,86","7,23","4,39","27,84"
"1,65","3,47","5,25","0,57","4,90","8,51","24,35"
"1,07","5,98","8,57","4,36","6,36","5,44","31,78"
"8,70","8,92","8,33","8,97","6,62","3,18","44,72"
"7,21","0,81","0,71","1,15","5,04","2,48","17,40"
"6,48","8,67","2,25","0,09","6,33","1,35","25,17"
"7,40","3,08","6,14","3,48","5,89","5,92","31,91"
"8,20","0,06","8,81","4,98","1,97","8,45","32,47"
"6,74","2,55","7,20","8,37","6,90","7,13","38,89"
"0,12","6,89","1,10","3,84","0,25","7,15","19,35"
"6,36","1,72","0,23","0,62","3,30","6,58","18,81"
"0,63","6,09","8,58","3,84","0,79","8,18","28,11"
"5,03","0,35","8,11","6,18","5,58","0,80","26,05"
"7,13","5,99","5,64","2,12","4,96","0,42","26,26"
"4,67","5,81","2,02","3,08","1,68","8,16","25,42"
"8,89","4,40","0,17","8,97","4,30","0,30","27,03"
"0,40","6,48","4,53","1,77","1,07","6,03","20,28"
